ch1_aX,ch1_aY,ch1_aZ,ch3_aX,ch3_aY,ch3_aZ,ch5_aX,ch5_aY,ch5_aZ
54.6875,-9.765625,1022.4609375,17.25390625,25.2890625,998.87109375,-116.455078125,-55.419921875,1003.41796875
59.5703125,-11.71875,1031.25,16.25,25.26953125,998.7421875,-116.3330078125,-56.5185546875,1002.685546875
59.5703125,-11.71875,1031.25,16.25,25.26953125,998.7421875,-115.1123046875,-57.861328125,1001.708984375
57.6171875,-12.20703125,1032.71484375,15.37109375,25.3671875,998.7421875,-113.8916015625,-58.59375,1000.3662109375
57.6171875,-12.20703125,1032.71484375,-255.91015625000003,1808.09716796875,998.7421875,-113.28125,-58.349609375,999.267578125
61.5234375,-5.859375,1017.578125,-1828.9997558593752,1692.062744140625,998.7421875,-112.6708984375,-57.12890625,998.6572265625
61.5234375,-5.859375,1017.578125,1000.640625,22.418212890625,998.7421875,-112.9150390625,-57.0068359375,999.267578125
62.5,-14.16015625,1013.671875,1539.909423828125,512.0888671875,22.7421875,-114.501953125,-57.6171875,1000.3662109375
62.5,-14.16015625,1013.671875,1283.9089355468752,1280.08837890625,22.7421875,-115.478515625,-58.59375,1000.732421875
61.03515625,-7.8125,1016.6015625,-1886.98486328125,-1839.999755859375,22.7421875,-115.234375,-59.2041015625,1000.732421875
61.03515625,-7.8125,1016.6015625,24.734375,1001.671875,22.7421875,-113.8916015625,-59.5703125,1000.732421875
57.12890625,-9.27734375,1020.01953125,1552.096923828125,3.9064941406250004,22.7421875,-112.060546875,-59.814453125,1000.6103515625
57.12890625,-9.27734375,1020.01953125,1768.0627441406252,-1765.98486328125,22.7421875,-111.6943359375,-59.9365234375,1000.244140625
54.19921875,-4.8828125,1019.53125,23.218994140625,25.261718750000004,22.7421875,-112.3046875,-58.9599609375,999.6337890625
54.19921875,-4.8828125,1019.53125,768.090087890625,784.098876953125,22.7421875,-112.6708984375,-57.6171875,999.6337890625
49.31640625,-1.46484375,1017.578125,-1691.9997558593752,1710.062744140625,-1673.2578125,-113.8916015625,-56.7626953125,1001.220703125
49.31640625,-1.46484375,1017.578125,-1342.999755859375,1593.062744140625,-1673.2578125,-114.8681640625,-56.396484375,1002.9296875
58.10546875,-8.7890625,1018.5546875,1002.72265625,22.195556640625,-1673.2578125,-114.501953125,-55.908203125,1003.173828125
58.10546875,-8.7890625,1018.5546875,-1276.0849609375,768.0859375,-1673.2578125,-112.9150390625,-54.8095703125,1002.3193359375
56.640625,-11.71875,1017.578125,-1843.98486328125,-1540.999755859375,-1673.2578125,-111.9384765625,-54.443359375,1002.3193359375
56.640625,-11.71875,1017.578125,24.3984375,1001.08984375,21.640869140625,-112.060546875,-55.17578125,1002.197265625
59.5703125,-4.8828125,1024.90234375,15.40234375,26.203125,1001.23046875,-112.9150390625,-56.7626953125,1000.9765625
59.5703125,-4.8828125,1024.90234375,15.40234375,26.203125,1001.23046875,-113.6474609375,-57.6171875,999.8779296875
62.5,-7.32421875,1024.4140625,15.777343749999998,25.812500000000004,1001.8984375,-113.8916015625,-58.10546875,1000.1220703125
62.5,-7.32421875,1024.4140625,15.777343749999998,25.812500000000004,1001.8984375,-114.013671875,-57.373046875,1000.1220703125
65.4296875,-3.90625,1030.76171875,15.6328125,25.77734375,1002.4453125000001,-114.501953125,-55.908203125,1000.244140625
65.4296875,-3.90625,1030.76171875,15.6328125,25.77734375,1002.4453125000001,-114.8681640625,-55.17578125,1002.197265625
58.10546875,-3.90625,1023.4375,15.09375,26.38671875,1002.890625,-116.0888671875,-56.396484375,1003.90625
58.10546875,-3.90625,1023.4375,15.09375,26.38671875,1002.890625,-117.3095703125,-57.861328125,1004.8828125
47.8515625,-0.9765625,1017.578125,15.3203125,26.98828125,1002.8203124999999,-117.67578125,-57.861328125,1004.5166015625
47.8515625,-0.9765625,1017.578125,15.3203125,26.98828125,1002.8203124999999,-116.943359375,-56.396484375,1004.150390625
50.29296875,-1.46484375,1015.13671875,15.55859375,26.996093750000004,1003.3007812500001,-115.478515625,-54.19921875,1003.5400390625
50.29296875,-1.46484375,1015.13671875,15.55859375,26.996093750000004,1003.3007812500001,-114.6240234375,-53.3447265625,1002.8076171875
56.15234375,0.9765625,1021.484375,16.3203125,26.625,1002.3203125,-114.013671875,-53.3447265625,1001.5869140625
56.15234375,0.9765625,1021.484375,16.3203125,26.625,1002.3203125,-113.4033203125,-52.8564453125,1000.9765625
50.29296875,-7.32421875,1010.7421875,15.9375,26.851562500000004,1001.5273437500001,-112.9150390625,-52.24609375,1000.9765625
50.29296875,-7.32421875,1010.7421875,15.9375,26.851562500000004,1001.5273437500001,-112.9150390625,-53.3447265625,1001.953125
55.17578125,-17.578125,1002.9296875,15.875,26.2265625,1001.7773437499999,-113.8916015625,-55.7861328125,1002.9296875
55.17578125,-17.578125,1002.9296875,15.875,26.2265625,1001.7773437499999,-115.8447265625,-58.349609375,1004.2724609375
64.94140625,-4.39453125,1011.71875,16.48046875,26.421875,1002.375,-118.2861328125,-59.2041015625,1005.615234375
64.94140625,-4.39453125,1011.71875,16.48046875,26.421875,1002.375,-119.5068359375,-59.2041015625,1007.080078125
61.03515625,1.953125,1011.23046875,16.38671875,26.1328125,1001.27734375,-119.7509765625,-58.10546875,1007.4462890625
61.03515625,1.953125,1011.23046875,16.38671875,26.1328125,1001.27734375,-118.896484375,-57.0068359375,1007.9345703125
51.26953125,-7.8125,996.58203125,16.4375,25.24609375,1000.5781250000001,-117.5537109375,-56.15234375,1008.1787109375
51.26953125,-7.8125,996.58203125,16.4375,25.24609375,1000.5781250000001,-116.0888671875,-56.15234375,1008.1787109375
57.6171875,-12.20703125,1021.97265625,15.46484375,24.835937500000004,1000.21484375,-115.478515625,-56.15234375,1007.9345703125
57.6171875,-12.20703125,1021.97265625,15.46484375,24.835937500000004,1000.21484375,-115.1123046875,-55.7861328125,1007.8125
51.7578125,-4.8828125,1017.578125,14.68359375,24.4375,1000.12109375,-114.8681640625,-55.908203125,1007.2021484375
51.7578125,-4.8828125,1017.578125,14.68359375,24.4375,1000.12109375,-115.478515625,-57.6171875,1005.615234375
51.26953125,-10.7421875,1018.5546875,13.734375,24.43359375,1000.07421875,-116.69921875,-60.546875,1004.2724609375
51.26953125,-10.7421875,1018.5546875,13.734375,24.43359375,1000.07421875,-118.1640625,-62.3779296875,1004.5166015625
55.6640625,-5.859375,1022.4609375,13.359375,23.79296875,998.890625,-118.7744140625,-61.8896484375,1005.615234375
55.6640625,-5.859375,1022.4609375,13.359375,23.79296875,998.890625,-117.919921875,-59.326171875,1006.4697265625
58.10546875,-6.34765625,1008.30078125,12.75390625,23.0703125,999.5039062500001,-117.0654296875,-56.7626953125,1005.859375
58.10546875,-6.34765625,1008.30078125,12.75390625,23.0703125,999.5039062500001,-117.3095703125,-55.908203125,1004.5166015625
51.7578125,-8.30078125,998.046875,11.78125,22.93359375,999.3359375,-117.3095703125,-55.7861328125,1003.173828125
51.7578125,-8.30078125,998.046875,11.78125,22.93359375,999.3359375,-116.943359375,-55.908203125,1002.9296875
59.5703125,-7.32421875,998.046875,11.23046875,23.671875000000004,999.64453125,-116.943359375,-56.15234375,1004.150390625
59.5703125,-7.32421875,998.046875,11.23046875,23.671875000000004,999.64453125,-117.3095703125,-56.15234375,1005.2490234375
54.6875,-2.9296875,999.0234375,10.7734375,23.92578125,999.5390625,-116.943359375,-55.17578125,1005.2490234375
54.6875,-2.9296875,999.0234375,10.7734375,23.92578125,999.5390625,-115.8447265625,-54.443359375,1004.0283203125
59.5703125,-2.44140625,1019.04296875,11.078125,24.45703125,999.37890625,-115.234375,-53.8330078125,1002.44140625
59.5703125,-2.44140625,1019.04296875,11.078125,24.45703125,999.37890625,-114.8681640625,-54.19921875,1001.953125
57.6171875,-9.765625,1025.87890625,10.62109375,24.4453125,998.95703125,-113.8916015625,-55.419921875,1002.44140625
57.6171875,-9.765625,1025.87890625,10.62109375,24.4453125,998.95703125,-113.4033203125,-57.12890625,1003.2958984375
52.24609375,-6.8359375,1021.97265625,9.6875,24.30078125,998.89453125,-113.6474609375,-57.6171875,1004.150390625
52.24609375,-6.8359375,1021.97265625,9.6875,24.30078125,998.89453125,-114.501953125,-57.6171875,1004.0283203125
53.7109375,-6.34765625,1023.4375,9.515625,25.03515625,999.0703125,-115.8447265625,-58.10546875,1001.953125
53.7109375,-6.34765625,1023.4375,9.515625,25.03515625,999.0703125,-116.0888671875,-58.7158203125,1000.1220703125
57.6171875,-7.8125,1029.78515625,9.5859375,25.7421875,1000.5664062499999,-115.1123046875,-59.5703125,1000.3662109375
57.6171875,-7.8125,1029.78515625,9.5859375,25.7421875,1000.5664062499999,-114.501953125,-59.2041015625,1001.3427734375
54.6875,-8.7890625,1013.671875,9.26171875,26.03125,999.40625,-114.013671875,-58.349609375,1001.46484375
54.6875,-8.7890625,1013.671875,9.26171875,26.03125,999.40625,-113.6474609375,-58.10546875,1001.0986328125
58.10546875,-10.25390625,1006.8359375,8.9296875,26.125,1000.63671875,-113.4033203125,-59.2041015625,1000.1220703125
58.10546875,-10.25390625,1006.8359375,8.9296875,26.125,1000.63671875,-114.013671875,-60.546875,999.51171875
56.15234375,-12.20703125,1010.7421875,8.95703125,26.37109375,1000.6523437500001,-115.234375,-60.6689453125,1001.3427734375
56.15234375,-12.20703125,1010.7421875,8.95703125,26.37109375,1000.6523437500001,-116.943359375,-60.546875,1004.0283203125
56.15234375,-8.7890625,1005.859375,9.0625,25.8828125,1001.6640625,-117.0654296875,-60.6689453125,1005.37109375
56.15234375,-8.7890625,1005.859375,9.0625,25.8828125,1001.6640625,-115.72265625,-59.9365234375,1005.4931640625
62.5,-3.90625,1005.37109375,9.08984375,25.4296875,1000.7890625,-113.4033203125,-58.9599609375,1005.9814453125
62.5,-3.90625,1005.37109375,9.08984375,25.4296875,1000.7890625,-111.328125,-58.10546875,1006.9580078125
62.01171875,-5.37109375,1018.06640625,8.70703125,25.58203125,1000.46875,-110.107421875,-58.10546875,1007.080078125
62.01171875,-5.37109375,1018.06640625,8.70703125,25.58203125,1000.46875,-110.107421875,-58.59375,1006.34765625
58.10546875,-5.37109375,1022.94921875,8.8203125,26.04296875,1001.5273437500001,-110.83984375,-58.59375,1005.7373046875
58.10546875,-5.37109375,1022.94921875,8.8203125,26.04296875,1001.5273437500001,-111.9384765625,-58.349609375,1005.4931640625
60.546875,-10.25390625,1020.99609375,8.88671875,26.77734375,1001.625,-112.6708984375,-59.2041015625,1004.7607421875
60.546875,-10.25390625,1020.99609375,8.88671875,26.77734375,1001.625,-113.6474609375,-60.546875,1003.662109375
53.7109375,-3.90625,1017.578125,9.046875,26.7734375,1000.8789062500001,-115.1123046875,-60.6689453125,1003.0517578125
53.7109375,-3.90625,1017.578125,9.046875,26.7734375,1000.8789062500001,-116.0888671875,-59.814453125,1004.150390625
56.640625,-1.953125,1018.5546875,8.95703125,26.96875,1000.7656250000001,-115.72265625,-58.349609375,1005.7373046875
56.640625,-1.953125,1018.5546875,8.95703125,26.96875,1000.7656250000001,-114.6240234375,-57.0068359375,1005.7373046875
61.03515625,4.8828125,1012.20703125,9.4921875,27.58203125,1001.22265625,-113.6474609375,-56.396484375,1004.7607421875
61.03515625,4.8828125,1012.20703125,9.4921875,27.58203125,1001.22265625,-112.6708984375,-55.419921875,1004.150390625
62.01171875,1.46484375,1016.6015625,9.1640625,27.56640625,1001.7265625,-112.548828125,-55.17578125,1004.39453125
62.01171875,1.46484375,1016.6015625,9.1640625,27.56640625,1001.7265625,-112.9150390625,-55.419921875,1005.0048828125
49.31640625,0.48828125,1014.16015625,10.2890625,27.73828125,1002.0351562500001,-113.8916015625,-55.0537109375,1005.9814453125
49.31640625,0.48828125,1014.16015625,10.2890625,27.73828125,1002.0351562500001,-113.8916015625,-54.19921875,1007.080078125
48.828125,-10.7421875,1012.6953125,10.375,27.7265625,1002.8593750000001,-113.6474609375,-53.8330078125,1007.9345703125
48.828125,-10.7421875,1012.6953125,10.375,27.7265625,1002.8593750000001,-112.6708984375,-53.8330078125,1007.6904296875
47.8515625,-5.859375,1012.6953125,10.44140625,27.95703125,1002.5312500000001,-112.3046875,-53.955078125,1008.30078125
47.8515625,-5.859375,1012.6953125,10.44140625,27.95703125,1002.5312500000001,-112.548828125,-54.19921875,1008.30078125
65.91796875,-9.765625,1003.90625,10.5234375,27.8984375,1003.1875000000001,-113.4033203125,-54.443359375,1006.9580078125
65.91796875,-9.765625,1003.90625,10.5234375,27.8984375,1003.1875000000001,-113.8916015625,-55.17578125,1005.4931640625
60.546875,-13.671875,1007.8125,11.0,27.76953125,1002.0078125,-114.013671875,-57.0068359375,1005.37109375
60.546875,-13.671875,1007.8125,11.0,27.76953125,1002.0078125,-114.2578125,-58.349609375,1006.2255859375
53.22265625,-14.16015625,1019.04296875,11.27734375,27.77734375,1002.2890625,-114.6240234375,-59.2041015625,1007.6904296875
53.22265625,-14.16015625,1019.04296875,11.27734375,27.77734375,1002.2890625,-115.478515625,-60.1806640625,1008.9111328125
50.29296875,-20.5078125,1012.20703125,11.484375,27.183593750000004,1002.07421875,-115.72265625,-60.546875,1009.521484375
50.29296875,-20.5078125,1012.20703125,11.484375,27.183593750000004,1002.07421875,-114.501953125,-59.2041015625,1010.009765625
61.5234375,-16.11328125,1020.99609375,12.08203125,26.83984375,1001.7617187500001,-112.9150390625,-57.861328125,1009.765625
61.5234375,-16.11328125,1020.99609375,12.08203125,26.83984375,1001.7617187500001,-113.28125,-57.373046875,1009.033203125
66.89453125,-10.25390625,1021.484375,11.80859375,27.25,1001.66015625,-114.6240234375,-57.861328125,1008.30078125
66.89453125,-10.25390625,1021.484375,11.80859375,27.25,1001.66015625,-116.455078125,-58.7158203125,1007.568359375
57.6171875,-11.71875,1015.625,11.02734375,27.50390625,1002.4570312500001,-117.67578125,-58.9599609375,1007.568359375
57.6171875,-11.71875,1015.625,11.02734375,27.50390625,1002.4570312500001,-117.3095703125,-58.9599609375,1007.6904296875
49.31640625,-6.8359375,1008.7890625,10.58984375,27.828125000000004,1001.55078125,-115.72265625,-59.814453125,1007.9345703125
49.31640625,-6.8359375,1008.7890625,10.58984375,27.828125000000004,1001.55078125,-114.2578125,-61.1572265625,1007.6904296875
51.7578125,-11.23046875,1009.765625,9.58984375,27.484375000000004,999.4101562500001,-113.28125,-61.767578125,1007.568359375
51.7578125,-11.23046875,1009.765625,9.58984375,27.484375000000004,999.4101562500001,-112.548828125,-60.6689453125,1007.568359375
56.15234375,-8.7890625,1007.32421875,8.94140625,26.67578125,998.4296875,-112.6708984375,-58.59375,1007.568359375
56.15234375,-8.7890625,1007.32421875,8.94140625,26.67578125,998.4296875,-114.501953125,-57.0068359375,1007.6904296875
59.08203125,-9.27734375,1001.46484375,8.496093750000002,26.22265625,998.90234375,-116.69921875,-56.5185546875,1007.9345703125
59.08203125,-9.27734375,1001.46484375,8.496093750000002,26.22265625,998.90234375,-117.0654296875,-56.396484375,1007.080078125
59.5703125,-9.765625,1009.27734375,8.6328125,25.8046875,998.44140625,-114.6240234375,-56.396484375,1004.7607421875
59.5703125,-9.765625,1009.27734375,8.6328125,25.8046875,998.44140625,-112.060546875,-56.7626953125,1003.0517578125
53.22265625,-15.625,1010.7421875,7.72265625,25.24609375,999.0156250000001,-111.328125,-57.6171875,1002.8076171875
53.22265625,-15.625,1010.7421875,7.72265625,25.24609375,999.0156250000001,-111.9384765625,-58.10546875,1003.41796875
62.98828125,-10.7421875,1007.8125,7.109375,25.52734375,998.375,-113.8916015625,-58.10546875,1004.0283203125
62.98828125,-10.7421875,1007.8125,7.109375,25.52734375,998.375,-114.6240234375,-57.6171875,1004.7607421875
65.91796875,-7.8125,1016.11328125,7.97265625,25.390625,998.7421875,-113.8916015625,-56.396484375,1005.4931640625
65.91796875,-7.8125,1016.11328125,7.97265625,25.390625,998.7421875,-112.060546875,-54.5654296875,1005.9814453125
48.33984375,-6.34765625,1018.06640625,7.421875000000001,23.98046875,999.05859375,-111.083984375,-53.8330078125,1006.2255859375
48.33984375,-6.34765625,1018.06640625,7.421875000000001,23.98046875,999.05859375,-111.6943359375,-53.955078125,1005.7373046875
52.24609375,-10.7421875,1017.08984375,6.75390625,23.47265625,998.3632812500001,-113.28125,-55.7861328125,1005.0048828125
52.24609375,-10.7421875,1017.08984375,6.75390625,23.47265625,998.3632812500001,-113.8916015625,-58.7158203125,1004.638671875
49.31640625,-9.27734375,1016.11328125,6.52734375,24.046875,998.203125,-113.8916015625,-60.9130859375,1004.150390625
49.31640625,-9.27734375,1016.11328125,6.52734375,24.046875,998.203125,-114.6240234375,-60.9130859375,1003.41796875
50.29296875,-11.71875,1025.87890625,6.01953125,24.3203125,999.265625,-116.0888671875,-59.5703125,1003.0517578125
50.29296875,-11.71875,1025.87890625,6.01953125,24.3203125,999.265625,-115.8447265625,-58.7158203125,1003.0517578125
56.15234375,-9.27734375,1020.99609375,6.64453125,25.421875,1000.328125,-113.6474609375,-57.861328125,1004.0283203125
56.15234375,-9.27734375,1020.99609375,6.64453125,25.421875,1000.328125,-112.3046875,-56.7626953125,1004.638671875
60.546875,-1.953125,1014.16015625,7.328125,25.261718750000004,999.671875,-114.013671875,-56.396484375,1005.37109375
60.546875,-1.953125,1014.16015625,7.328125,25.261718750000004,999.671875,-116.3330078125,-56.7626953125,1005.7373046875
56.640625,-5.37109375,1022.4609375,7.671875,25.3125,999.80078125,-116.3330078125,-57.373046875,1005.37109375
56.640625,-5.37109375,1022.4609375,7.671875,25.3125,999.80078125,-114.501953125,-57.6171875,1004.0283203125
57.6171875,-9.765625,1033.203125,7.57421875,25.3203125,1000.0429687500001,-112.548828125,-58.349609375,1003.662109375
57.6171875,-9.765625,1033.203125,7.57421875,25.3203125,1000.0429687500001,-111.9384765625,-58.7158203125,1004.638671875
49.8046875,-3.41796875,1031.73828125,8.1328125,25.5859375,1000.3320312499999,-112.060546875,-58.7158203125,1005.0048828125
49.8046875,-3.41796875,1031.73828125,8.1328125,25.5859375,1000.3320312499999,-112.3046875,-58.9599609375,1005.37109375
49.31640625,-5.37109375,1021.97265625,8.62890625,25.34765625,1000.3320312499999,-113.28125,-59.326171875,1005.37109375
49.31640625,-5.37109375,1021.97265625,8.62890625,25.34765625,1000.3320312499999,-114.013671875,-58.349609375,1005.7373046875
54.19921875,-7.32421875,1034.1796875,8.9140625,24.83203125,1000.8867187500001,-114.501953125,-55.908203125,1005.7373046875
54.19921875,-7.32421875,1034.1796875,8.9140625,24.83203125,1000.8867187500001,-114.2578125,-53.5888671875,1004.39453125
54.19921875,1.46484375,1030.76171875,8.72265625,24.898437500000004,1000.8476562499999,-114.6240234375,-53.3447265625,1003.0517578125
54.19921875,1.46484375,1030.76171875,8.72265625,24.898437500000004,1000.8476562499999,-115.234375,-54.8095703125,1003.0517578125
45.41015625,0.48828125,1023.4375,9.378906250000002,25.76953125,1000.828125,-115.1123046875,-56.5185546875,1004.0283203125
45.41015625,0.48828125,1023.4375,9.378906250000002,25.76953125,1000.828125,-114.501953125,-57.0068359375,1004.638671875
