ch1_aX,ch1_aY,ch1_aZ,ch3_aX,ch3_aY,ch3_aZ,ch5_aX,ch5_aY,ch5_aZ
53.22265625,7.8125,1004.8828125,37.6015625,81.81640625,-1068.8203125,-107.7880859375,-8.1787109375,1008.544921875
53.22265625,7.8125,1004.8828125,36.5625,81.81640625,-1068.8203125,-108.0322265625,-8.4228515625,1007.8125
55.17578125,-0.9765625,1020.5078125,36.5625,81.54614257812501,643.1796875,-108.0322265625,-9.1552734375,1757.8125
1500.0,0.0,0.0,1199.063720703125,521.046142578125,643.1796875,7.8125,7.8125,0.0
59.08203125,-14.6484375,1031.73828125,36.234619140625,81.88671875,643.1796875,-106.5673828125,-9.1552734375,1007.080078125
59.08203125,-14.6484375,1031.73828125,-2047.86083984375,272.319091796875,643.1796875,-106.3232421875,-9.3994140625,1007.4462890625
56.15234375,-11.71875,1015.625,380.00048828125,964.0637207031251,643.1796875,-108.0322265625,-10.009765625,1008.1787109375
56.15234375,-11.71875,1015.625,-1070.9375,36.289306640625,643.1796875,-109.619140625,-10.7421875,1008.4228515625
59.08203125,-2.9296875,1014.6484375,-756.1796875,-1535.85791015625,643.1796875,-110.107421875,-10.7421875,1008.1787109375
59.08203125,-2.9296875,1014.6484375,455.04614257812506,553.00048828125,643.1796875,-109.619140625,-10.7421875,1007.4462890625
61.03515625,-3.90625,1018.5546875,80.546875,-1070.33203125,35.1796875,-109.4970703125,-10.986328125,1007.080078125
61.03515625,-3.90625,1018.5546875,80.28125,-1069.0117187500002,35.1796875,-109.619140625,-10.986328125,1006.8359375
65.91796875,-9.765625,1016.11328125,-1263.684326171875,-500.17431640625,35.1796875,-110.2294921875,-11.3525390625,1007.2021484375
65.91796875,-9.765625,1016.11328125,1164.063720703125,106.046142578125,35.1796875,-110.2294921875,-11.962890625,1007.8125
63.4765625,-12.20703125,1002.44140625,36.363525390625,81.28515625,35.1796875,-110.7177734375,-12.3291015625,1008.1787109375
63.4765625,-12.20703125,1002.44140625,-255.85888671875,272.319580078125,35.1796875,-111.083984375,-12.3291015625,1007.9345703125
57.12890625,-9.765625,1012.6953125,992.00048828125,1119.063720703125,35.1796875,-111.083984375,-12.0849609375,1008.1787109375
57.12890625,-9.765625,1012.6953125,-1067.6406250000002,35.910400390625,83.1796875,-110.7177734375,-11.71875,1007.9345703125
61.5234375,-1.46484375,1020.99609375,-1068.8125,35.949462890625,83.1796875,-111.083984375,-10.7421875,1006.591796875
61.5234375,-1.46484375,1020.99609375,-244.17163085937503,-1279.859375,83.1796875,-110.7177734375,-10.1318359375,1005.615234375
62.98828125,-3.90625,1012.6953125,1547.827392578125,-1535.859375,1552.31201171875,-109.4970703125,-10.1318359375,1005.615234375
62.98828125,-3.90625,1012.6953125,36.1484375,81.10546875,-1069.28125,-108.2763671875,-10.009765625,1006.4697265625
